Smiles String,agg?
CCN(CC)C(=O)c1ccc(C(=O)c2ccccc2)cc1,0
COc1ccc(NC(=O)CN(c2ccc(C)cc2)S(C)(=O)=O)c(OC)c1,0
COc1ccc(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1Br,0
Cc1cc(NC(=O)C(C)SCC(=O)Nc2nc3c(F)cc(F)cc3s2)no1,0
CCc1nnc(NC(=O)CSc2nnc(C(C)NC(=O)c3ccccc3)n2C)s1,0
CC(C)C(=O)NCCc1nc2ccccc2n1CCOc1ccccc1,0
CC1(C)CC(=O)C(=NNc2c(Cl)cc(Cl)cc2Cl)C(=O)C1,0
COC(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)COc2cccc(C)c2)c1,0
C/C(NCCN1CCOCC1)=C1/C(=O)NC(=O)N(Cc2ccccc2)C1=O,0
COC(=O)CSc1nnc(-c2sc3ccccc3c2Cl)o1,0
Cc1ccc(C)c(NC(=O)C(C#N)=Cc2ccc[nH]2)c1,0
Cc1ccc(NC(=O)c2nnn(-c3cccc(C(F)(F)F)c3)c2N)cc1,0
O=c1c2ccccc2nc(COc2ccccc2)n1N=Cc1c[nH]c2ccccc12,0
CCC1CCCCN1C(=O)c1ccc(OC2CCN(C(=O)COC)CC2)cc1,0
O=C(Nc1ccsc1C(=O)O)c1ccccc1,0
O=C(CSC1=NC(=Cc2ccco2)C(=O)N1c1ccc(OC(F)F)cc1)NC1CCS(=O)(=O)C1,0
CCC12CN3CC(CC)(CN(C1)C3c1ccc([N+](=O)[O-])o1)C2=O,0
COc1ccc(S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCCc2ccccc2OC)cc1C,0
CCCC(=O)N1c2ccc(-c3csc(N)n3)cc2CC1C,0
CC(C)Sc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(O)COc1ccccc1,0
O=C(Nc1nc2c(F)cc(F)cc2s1)c1ccc([N+](=O)[O-])o1,0
CCOC(=O)C(C)NS(=O)(=O)N(Cc1ccccc1)C(C(=O)OC)C(C)C,0
COC(CN(C)C(=O)C1CCC(CNS(=O)(=O)c2ccc(C)cc2)CC1)OC,0
Cc1ccc(N2C(=O)NC(=O)C(=CNc3ccccc3N)C2=O)cc1C,0
COC(=O)c1c(NC(=O)CSc2nnnn2-c2ccccc2)sc2c1CCC(C(C)(C)C)C2,0
O=C(OCC#CCSc1nnc(-c2ccc(Br)cc2)o1)c1ccco1,0
Cc1cccc(NC(=O)CSc2nnc(CCC(=O)Nc3ccc(C)c(Cl)c3)n2C)c1,0
COc1ccc(CN2CCN(C)CC2)cc1OCc1ccccc1,0
CCOP(C)(=S)SCC(=O)NC(C)C(=O)O,0
COc1cc(NC(=O)c2ccccc2F)ccc1NC(=O)c1ccccc1Cl,0
Cc1ccc(NS(=O)(=O)c2c(C)[nH]c(C)c2C(=O)N2CCCCC2)c(Cl)c1,0
c1ccc(CNc2nc(-c3cccnc3)nc3ccccc23)cc1,0
CCNc1ncc2nc(C)c(=O)n(-c3ccc(OC)cc3)c2n1,0
CC(C#N)On1c(SC(C)C#N)nc2ccccc2c1=O,0
CCn1c(Cc2ccccc2)nnc1SCC(=O)Nc1nc(C)cs1,0
COc1ccccc1NC(=O)C1=C(C)NC(=O)NC1c1cccs1,0
Clc1cccc(Cl)c1CN1CCN(c2ccccc2)CC1,0
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(Cc3ccc(F)cc3)c2n1,0
CCC(NCCC1=CCCCC1)=C1C(=O)NC(=O)NC1=O,0
CCCN1CCN(C(=O)c2cccc3c2C(=O)N(CCOC)C3)CC1,0
COc1ccccc1N1CCN(C(=O)C(C)N(c2ccccc2)S(C)(=O)=O)CC1,0
Cc1nn(-c2ccccc2)c2sc(C(=O)NNC(=O)COc3ccccc3)cc12,0
FC(F)(F)c1nnc(SCc2ccc(Cl)cc2Cl)[nH]1,0
O=C(NC1CCCC1)c1ccc(CS(=O)Cc2ccccc2Cl)o1,0
CN(CCCNC(=O)COc1cc(=O)n(C)c2ccccc12)Cc1ccccc1,0
