,Model name,Iteration,chi-squared,p-value
0,LGBM,0,47,0.430689066308131
1,LGBM,1,60,0.04587706851008285
2,LGBM,2,86,0.45986696097067314
3,LGBM,3,43,0.006831631268294269
4,LGBM,4,79,0.020347077476117824
5,LGBM,5,83,0.20999553888816547
6,LGBM,6,62,0.2349315032905973
7,LGBM,7,77,0.14954904000439018
8,LGBM,8,80,0.06650043529885055
9,LGBM,9,69,0.1124301195349187
