,Model name,Iteration,chi-squared,p-value
0,LGBM,0,64,0.15921582224632147
1,LGBM,1,103,0.9447431138936575
2,LGBM,2,89,0.5116796181724051
3,LGBM,3,52,0.19915839818564518
4,LGBM,4,49,0.015818204008052113
5,LGBM,5,86,0.1149218509145612
6,LGBM,6,79,0.1542167473157732
7,LGBM,7,76,0.27861206921355913
8,LGBM,8,68,0.8653735109027356
9,LGBM,9,75,0.9353893704780414
