,Model name,Iteration,chi-squared,p-value
0,LGBM,0,36,0.731008882222605
1,LGBM,1,11,0.028816719655878835
2,LGBM,2,15,0.15385994416283216
3,LGBM,3,28,0.698883427620006
4,LGBM,4,21,0.16897782228771882
5,LGBM,5,18,0.14386508844054902
6,LGBM,6,22,0.5681724128491654
7,LGBM,7,20,0.8776143287523163
8,LGBM,8,15,0.11727520595741232
9,LGBM,9,27,0.6029232012571498
