,Model name,Iteration,chi-squared,p-value
0,LGBM,0,44,0.2712530240738342
1,LGBM,1,40,0.39657015814551566
2,LGBM,2,26,0.10885696440971612
3,LGBM,3,40,0.1253456971884923
4,LGBM,4,58,7.370834538660164e-05
5,LGBM,5,57,0.00020125940483564788
6,LGBM,6,37,0.012032975725363472
7,LGBM,7,63,6.950540596855565e-05
8,LGBM,8,34,0.4221911049923148
9,LGBM,9,58,0.002748576223224486
