,Model name,Iteration,chi-squared,p-value
0,LGBM,0,2,0.17968750000000003
1,LGBM,1,4,0.7539062500000002
2,LGBM,2,6,1.0
3,LGBM,3,5,0.7744140625000003
4,LGBM,4,8,1.0
5,LGBM,5,6,0.9999999999999999
6,LGBM,6,7,0.8036193847656252
7,LGBM,7,5,1.0
8,LGBM,8,6,1.0
9,LGBM,9,6,0.7905273437500004
