,Model name,Iteration,chi-squared,p-value
0,LGBM,0,50,0.04685007918645571
1,LGBM,1,74,0.8707787409560839
2,LGBM,2,82,0.263498644844571
3,LGBM,3,75,0.9353893704780414
4,LGBM,4,64,0.2111526405432934
5,LGBM,5,91,0.28639562989179457
6,LGBM,6,106,0.11881852716565236
7,LGBM,7,69,0.035799015719058594
8,LGBM,8,70,0.5651719099883437
9,LGBM,9,67,0.9317076151509958
