,Model name,Iteration,chi-squared,p-value
0,XGBClassifier,0,14,0.4868502416647969
1,XGBClassifier,1,8,0.05223898589611053
2,XGBClassifier,2,3,0.007537841796875001
3,XGBClassifier,3,12,0.571588188409805
4,XGBClassifier,4,4,0.0308837890625
5,XGBClassifier,5,10,0.05010245973244311
6,XGBClassifier,6,3,0.002576828002929687
7,XGBClassifier,7,6,0.03468966484069824
8,XGBClassifier,8,5,0.21011352539062492
9,XGBClassifier,9,15,0.19959086691960667
