,Model name,Iteration,chi-squared,p-value
0,LGBM,0,42,0.09183767826908244
1,LGBM,1,26,0.001220382068677551
2,LGBM,2,38,0.007799616184889369
3,LGBM,3,28,0.00031283899640671643
4,LGBM,4,30,2.7176413125701805e-05
5,LGBM,5,22,0.00014948153872377517
6,LGBM,6,25,0.00018679938527835344
7,LGBM,7,49,0.15976150778501857
8,LGBM,8,31,0.001712764422400238
9,LGBM,9,39,0.17498389846296186
