,Model name,Iteration,chi-squared,p-value
0,LGBM,0,46,0.3244787802880653
1,LGBM,1,38,1.0
2,LGBM,2,31,6.596332626923024e-05
3,LGBM,3,24,7.395947454563747e-05
4,LGBM,4,20,0.0004402850065139684
5,LGBM,5,15,0.0003069470155465656
6,LGBM,6,46,0.8375560707290741
7,LGBM,7,38,0.05191052214883847
8,LGBM,8,30,0.025654357971696233
9,LGBM,9,40,0.29446978456853307
