,Model name,Iteration,chi-squared,p-value
0,LGBM,0,61,7.027263842967604e-16
1,LGBM,1,62,7.187903911142885e-15
2,LGBM,2,62,1.416446647836899e-15
3,LGBM,3,60,1.0323385034109682e-13
4,LGBM,4,56,1.5129550203468236e-14
5,LGBM,5,58,6.558064087308548e-16
6,LGBM,6,55,2.1196015125233354e-15
7,LGBM,7,59,2.6472550989350477e-19
8,LGBM,8,78,1.807171686056733e-08
9,LGBM,9,60,3.38060352473424e-13
