,Model name,Iteration,chi-squared,p-value
0,LGBM,0,36,1.6897405537248576e-08
1,LGBM,1,30,8.553538707156112e-08
2,LGBM,2,24,1.810002621302925e-07
3,LGBM,3,25,2.0619745952810337e-09
4,LGBM,4,39,0.000534094613528722
5,LGBM,5,40,2.472265102979547e-06
6,LGBM,6,39,2.0566000767155444e-06
7,LGBM,7,32,1.481143728223155e-06
8,LGBM,8,33,1.129916487900705e-08
9,LGBM,9,36,1.74937401430774e-07
