,Model name,Iteration,chi-squared,p-value
0,LGBM,0,18,0.019834326728068282
1,LGBM,1,9,1.0
2,LGBM,2,5,1.0
3,LGBM,3,4,0.11846923828124997
4,LGBM,4,22,0.17700136477035802
5,LGBM,5,14,0.005515201485501107
6,LGBM,6,10,0.4243562221527101
7,LGBM,7,4,0.11846923828124997
8,LGBM,8,7,0.8036193847656252
9,LGBM,9,12,0.7011080384254457
