,Model name,Iteration,chi-squared,p-value
0,LGBM,0,18,0.14386508844054902
1,LGBM,1,20,0.09837064844049176
2,LGBM,2,21,0.08142681460950622
3,LGBM,3,13,1.0
4,LGBM,4,20,0.09837064844049176
5,LGBM,5,22,0.2716791660655032
6,LGBM,6,11,0.8388197422027595
7,LGBM,7,12,1.0
8,LGBM,8,12,0.571588188409805
9,LGBM,9,12,0.8450189828872682
