,Model name,Iteration,chi-squared,p-value
0,LGBM,0,25,2.0619745952810337e-09
1,LGBM,1,41,5.877404617853751e-05
2,LGBM,2,49,0.00027817821282074927
3,LGBM,3,28,1.1106999545541791e-07
4,LGBM,4,36,0.0022094328919877657
5,LGBM,5,31,3.681441540970094e-07
6,LGBM,6,52,9.176460450517733e-05
7,LGBM,7,50,0.0004059744831388427
8,LGBM,8,25,5.032141549132791e-09
9,LGBM,9,47,0.00030018185658635675
