,Model name,Iteration,chi-squared,p-value
0,LGBM,0,29,0.6146550157654613
1,LGBM,1,31,0.9999999999999993
2,LGBM,2,25,0.42704285650325496
3,LGBM,3,23,0.1848504824164182
4,LGBM,4,17,0.03283913756426849
5,LGBM,5,30,0.801306492504066
6,LGBM,6,14,0.14330665429588418
7,LGBM,7,15,0.60759136127308
8,LGBM,8,29,0.32843206269718983
9,LGBM,9,9,0.003933173022232949
