,Model name,Iteration,chi-squared,p-value
0,LGBM,0,16,0.9999999999999999
1,LGBM,1,18,0.4407990673425962
2,LGBM,2,13,0.4731296598911284
3,LGBM,3,18,0.4407990673425962
4,LGBM,4,10,0.05010245973244311
5,LGBM,5,15,0.11727520595741232
6,LGBM,6,21,0.8803958212806721
7,LGBM,7,10,0.13604594767093656
8,LGBM,8,13,0.29620636859908717
9,LGBM,9,19,0.37129803447101056
