,Model name,Iteration,chi-squared,p-value
0,LGBM,0,49,0.07983431282819968
1,LGBM,1,110,0.06642115124004863
2,LGBM,2,87,0.7650574199487297
3,LGBM,3,61,2.535573275988202e-07
4,LGBM,4,71,0.08645985811483504
5,LGBM,5,72,0.7432690217670561
6,LGBM,6,72,0.7432690217670561
7,LGBM,7,94,0.2936024539794053
8,LGBM,8,91,0.5627984857910742
9,LGBM,9,86,0.3776867858185548
