,Model name,Iteration,chi-squared,p-value
0,LGBM,0,11,0.9999999999999998
1,LGBM,1,33,0.0028786100812009325
2,LGBM,2,9,0.3074562549591064
3,LGBM,3,16,0.5113757815852297
4,LGBM,4,38,1.478868552845697e-10
5,LGBM,5,13,0.4731296598911284
6,LGBM,6,12,1.0
7,LGBM,7,25,0.06401750413722572
8,LGBM,8,25,0.0007521260646340782
9,LGBM,9,24,0.04635347433291128
