,Model name,Iteration,chi-squared,p-value
0,LGBM,0,46,0.6137344676301384
1,LGBM,1,47,0.003374185020092202
2,LGBM,2,56,0.00018309649451364962
3,LGBM,3,37,0.5764306261883932
4,LGBM,4,40,0.5900356111485571
5,LGBM,5,49,0.9204107626128206
6,LGBM,6,60,0.4813541052575648
7,LGBM,7,64,0.003157648813590941
8,LGBM,8,48,4.696504505016065e-06
9,LGBM,9,34,0.003188678504803892
